id,city_id,name,url_name,color,system_id,transport_mode_id
43,4,Línea 2,43-linea-2,#ffbe2e,267,4
75,34,Línea 3 Metro de Caracas,75-linea-3-metro-de-caracas,#000,119,
107,126,Línea 1,107-linea-1,#434343,249,
604,74,La navette,604-la-navette,#009ab9,346,
61,66,Línea 1 (Tramo 1A),61-linea-1,#49aa43,250,
1471,91,Tokaido Shinkansen,1471-tokaido-shinkansen,#0000ff,551,1
5,1,A,a,#00b3da,254,4
168,261,Línea 1,168-linea-1,#f58223,256,
219,110,14,219-red-line,#d0021b,257,4
45,4,Línea 4,45-linea-4,#292d91,267,4
40,4,Línea 4A,40-linea-4a,#0099ff,267,4
46,4,Línea 5,46-linea-5,#006633,267,4
60,4,Línea 6,60-linea-6,#8e16a1,267,4
70,4,MetroTren Nos,70-nos-express,#000000,268,3
223,110,12,223-nockebybanan,#385369,476,5
227,79,M1,227-m1,#ee2e24,67,4
217,4,Ramal San Felipe - Putaendo,217-ramal-san-felipe---putaendo,#000,276,2
225,79,M5,225-m5,#b17aea,67,4
141,21,Troncal C - Suba,141-g30,#f3d135,253,
610,118,22A,610-22a,#4a90e2,347,
42,4,Línea 1 ,42-linea-1-,#cc0000,267,4
62,66,Línea 2 (Tramo 1A),62-linea-2,#ffbc2d,250,
72,4,FFCC Llano del Maipo,72-ffcc-llanos-del-maipo,#f8e71c,478,9
73,4,FFCC Yungay-Barrancas,73-ffcc-yungay---barranas,#f8e71c,478,9
221,4,FFCC Red Sur,221-ffcc-red-sur,#000,276,2
200,4,FFCC Santiago - Valparaiso,200-ffcc-santiago---valparaiso,#000,276,2
158,4,FFCC de Circunvalación,158-ffcc-de-circunvalacion,#000,276,2
133,107,Jinshan Line,133-jinshan-line,#666666,282,
134,107,Maglev,134-maglev,#009090,282,
147,107,Route 71 Yan'an eBRT,147-route-71-yan'an-ebrt,#b8e986,282,
148,107,Songjiang T1,148-songjiang-t1,#f5a623,282,
149,107,Songjiang T2,149-songjiang-t2,#8b572a,282,
150,107,Zhangjiang Tram,150-zhangjiang-tram,#d0021b,282,
6,1,B,b,#f43e3c,254,4
7,1,C,c,#0071ae,254,4
8,1,D,d,#00826d,254,4
10,1,H,h,#ffcf47,254,4
170,78,Tren interurbano México - Toluca,170-tren-interurbano-mexico---toluca,#000,272,2
11,1,Premetro,p,#feb152,254,5
64,66,Línea 4,64-linea-4,#ff2d2e,250,
65,66,Línea 5,65-linea-5,#ed90a5,250,
66,66,Línea 6,66-linea-6,#6b62a3,250,
154,118,U3,154-u3,#f5a623,251,
155,118,U4,155-u4,#417505,251,
156,118,U6,156-u6,#8b572a,251,
119,107,Line 1,119-line-1,#e4002b,252,
120,107,Line 2,120-line-2,#97d700,252,
121,107,Line 3,121-line-3,#ffd100,252,
122,107,Line 4,122-line-4,#ac4fc6,252,
123,107,Line 6,123-line-5,#d71671,252,
124,107,Line 5,124-line-5,#ac4fc6,252,
125,107,Line 7,125-line-7,#ff6900,252,
126,107,Line 8,126-line-8,#009edb,252,
127,107,Line 9,127-line-9,#71c5e8,252,
129,107,Line 11,129-line-11,#76232f,252,
130,107,Line 12,130-line-12,#007b5f,252,
131,107,Line 13,131-line-13,#ef95cf,252,
135,107,Line 17,135-line-17,#c09c83,252,
136,107,Line 18,136-line-18,#d6a461,252,
138,107,Line 15,138-line-15,#bca887,252,
213,21,Troncal D - Calle 80,213-troncal-80-(d),#8c57f8,253,
226,79,S9,226-s9,#aa409f,269,3
222,110,Premetro Lines,222-premetro-lines,#000,257,5
145,110,19,145-green-line,#7ed321,257,4
220,110,10,220-blue-line,#4a90e2,257,4
173,15,Line 1,173-batong,#a12830,258,
174,15,Line 2,174-line-2,#00529b,258,
175,15,Line 4,175-line-4,#008193,258,
176,15,Line 5,176-line-5,#ae005f,258,
177,15,Line 6,177-line-6,#bb8900,258,
179,15,Line 8,179-line-8,#00997a,258,
180,15,Line 9,180-line-9,#87d300,258,
181,15,Line 10,181-line-10,#0092c7,258,
182,15,Line 13,182-line-13,#f5d312,258,
183,15,Line 14,183-line-15,#d4a7a1,258,
187,15,Changping Line,187-changping-line,#d47daa,258,
188,15,Fangshan Line,188-fangshan-line,#d85f26,258,
59,4,Línea 3,59-linea-3,#925020,267,4
191,15,Yizhuang Line,191-yizhuang-line,#d61572,258,
1472,91,Sanyo Shinkansen,1472-sanyo-shinkansen,#0000ff,78,1
279,106,Expresso Turístico • Luz-Mogi das Cruzes (CPTM),279-expresso-turistico-•-luz-mogi-das-cruzes,#761418,275,5
1598,48,Milngavie Branch,1598-milngavie-branch,#a29539,625,3
192,15,Batong Line,192-batong-line,#ff000e,258,
77,78,Línea 1,77-linea-1-metrobus-,#b12118,264,6
229,79,M3,229-m3,#fdb813,67,4
95,71,1,95-1,#4295ef,246,
96,71,2,96-2,#ff1919,246,
97,71,3,97-3,#f8e71c,246,
98,71,4,98-4,#8b572a,246,
99,71,5,99-5,#7ed321,246,
100,71,6,100-6,#9b9b9b,246,
101,71,7,101-7,#f5a623,246,
102,71,8,102-8,#ff02d5,246,
104,71,10,104-10,#220faf,246,
105,71,11,105-11,#4d8f00,246,
110,71,12,110-12,#808c45,246,
83,14,L1,83-l1,#e22739,247,
85,14,L3,85-l3,#4fbe48,247,
89,14,L7,89-l7,#ac5414,247,
90,14,L8,90-l8,#e659b4,247,
91,14,L9,91-l9,#f6842a,247,
92,14,L10,92-l10,#00adef,247,
93,14,L11,93-l11,#9ed74c,247,
94,14,L12,94-l12,#8800df,247,
228,79,M2,228-m2,#5d9732,67,4
56,78,Línea A,56-linea-a,#991a91,248,4
280,106,Expresso Turístico • Luz-Paranapiacaba (CPTM),280-expresso-turistico-•-luz-paranapiacaba,#761418,275,5
57,78,Línea B,57-linea-b,#018c65,248,4
48,78,Línea 2,48-linea-2,#0164a8,248,4
52,78,Línea 6,52-linea-6,#da251c,248,4
49,78,Línea 3,49-linea-3,#9e9a36,248,4
50,78,Línea 4,50-linea-4,#6fb6ae,248,4
54,78,Línea 8,54-linea-8,#00923f,248,4
58,78,Línea 12,58-linea-12,#b89d4e,248,4
55,78,Línea 9,55-linea-9,#4f2926,248,4
53,78,Línea 7,53-linea-7,#e87b14,248,4
245,79,S4,245-s4,#67ad12,269,3
193,15,BRT 1,193-brt-1,#00bcff,283,
194,15,BRT 2,194-brt-2,#00bcff,283,
250,103,Roma-Lido,250-roma-lido,#1cf8e0,271,
111,78,Tren Ligero,111-tren-ligero,#013f90,265,5
165,78,Línea 7,165-linea-7-metrobus-,#000,264,6
198,15,Yanfang Line ,198-yanfang-line-,#d85f26,258,
199,15,Daxing Line,199-daxing-line,#008193,258,
118,69,Waterloo & City Line,118-waterloo-&-city-line,#50e3c2,259,4
115,69,Northern Line,115-norther-line,#000,259,4
117,69,"Circle Line - Circle via Euston, Victoria, Tower Hill & Hammersmith",117-circle-line,#fdfa07,259,3
76,78,Tren Suburbano,76-tren-suburbano,#c21707,266,3
605,74,Ferry boat,605-ferry-boat,#009ab9,346,
82,78,Línea 6,82-linea-6-metrobus-,#e73e97,264,6
333,114,Asakusa Line,333-asakusa-line,#ef5ba1,293,4
81,78,Línea 5,81-linea-5-metrobus-,#07357b,264,6
80,78,Línea 4,80-linea-4-metrobus-,#f9901d,264,6
79,78,Línea 3,79-linea-3-metrobus-,#78a22f,264,6
78,78,Línea 2,78-linea-2-metrobus-,#8c3795,264,6
257,116,Linea 4,257-linea-4,#4a90e2,102,
237,103,MC,237-mc,#376230,91,
251,103,Roma-Viterbo,251-roma-viterbo,#34c31c,271,
307,258,L3,307-l3,#f12b5c,243,
252,87,M1,252-m1,#efdd0c,74,
253,87,M6,253-m6,#4a90e2,74,
195,15,BRT 3,195-brt-3,#00bdff,283,
196,15,BRT 4,196-brt-4,#00bcff,283,
189,15,Line S2,189-line-s2,#bb8900,284,
309,258,Antigua línea a Plencia,309-antigua-linea-a-plencia,#4a90e2,288,
311,249,Canada Line,311-canada-line,#5af4fa,234,
312,249,Expo Line,312-expo-line,#4a90e2,234,
116,69,Central Line - Epping to West Ruislip & Ealing Broadway via Holborn,116-central-line,#fb0303,259,4
321,264,C-1 Casetas - Miraflores,321-c-1-casetas---miraflores,#ff0000,291,
248,79,MXP,248-mxp,#770b0b,269,3
336,114,Oedo Line,336-oedo-line,#b51e82,293,4
335,114,Shinjuku Line,335-shinjuku-line,#6dc067,293,4
330,114,Hanzomon Line,330-hanzomon-line,#937cb9,100,4
338,99,113,338-113,#4a90e2,353,
9,1,E,e,#7d308b,254,4
47,78,Línea 1,47-linea-1,#f54a91,248,4
293,19,U4,293-u4,#f8e71c,13,
238,103,MA,238-ma,#f5a623,91,
246,79,S2,246-s2,#0f9422,269,3
247,79,S3,247-s3,#7c0e0e,269,3
230,79,M4,230-m4,#4b80d1,67,4
254,116,Linea 1,254-linea-1,#d01f02,102,
260,262,M1,260-m1,#e50a0a,273,
294,19,U5,294-u5,#8b572a,13,
295,19,U6,295-u6,#bd10e0,13,
292,19,U3,292-u3,#44af97,13,
1599,48,West Coast Mainline,1599-west-coast-mainline,#ff0000,631,2
1473,91,Eizan Main Line,1473-eizan-main-line,#008000,543,4
300,45,East Coast Mainline,300-east-coat-mainline,#000,629,2
304,263,Mariatroster Bahn,304-mariatroster-bahn,#ff0000,285,
308,258,A,308-a,#7ed321,287,
1474,91,Kurama Line,1474-kurama-line,#ff0000,543,4
261,106,Linha 1 • Azul (CMSP),261-linha-1---azul,#1e4ea3,94,4
313,249,Millennium Line,313-millennium-line,#f8e71c,234,
352,95,M 1,352-ligne-1,#ffcd00,83,4
281,106,Trem dos Ingleses (ABPF),281-trem-dos-ingleses-(abpf),#f8e71c,275,5
274,106,Linha 17 • Ouro (ViaMobilidade),274-linha-17-•-ouro,#fc921c,94,4
346,266,Ligne 1,346-ligne-1,#000000,295,5
267,106,Linha 7 • Rubi (CPTM),267-linha-7---rubi,#9d1062,94,4
263,106,Linha 3 • Vermelha (CMSP),263-linha-3---vermelha,#ef2c30,94,4
271,106,Linha 11 • Coral (CPTM),271-linha-11---coral,#ef7577,94,4
276,106,Linha 18 • Bronze (VemABC),276-linha-18-•-bronze,#945a28,94,4
351,266,Ligne 6,351-ligne-6,#000000,295,5
269,106,Linha 9 • Esmeralda (CPTM),269-linha-9---esmeralda,#00a98f,94,4
265,106,Linha 15 • Prata (CMSP),265-linha-15---prata,#7e898d,94,4
290,19,U1,290-u1,#7ed321,13,
1475,91,Main Line,1475-main-line,#000080,544,7
291,19,U2,291-u2,#d0021b,13,
243,79,R16,243-r16,#7ed321,269,3
322,266,Métro a,322-metro-a,#e2001a,292,4
347,266,Ligne 2,347-ligne-2,#000000,295,5
324,114,Ginza Line,324-ginza-line,#f39700,100,4
331,114,Namboku Line,331-namboku-line,#00b5ad,100,4
327,114,Tozai Line,327-tozai-line,#00b2dd,100,4
341,252,Orange Line,341-orange-line,#f5a623,237,
339,252,Green Line,339-green,#419b14,237,
348,266,Ligne 3,348-ligne-3,#000000,295,5
345,267,3,345-3,#e57575,294,
367,95,T 1,367-ligne-1,#14609e,296,5
375,95,T 7,375-t-7,#885f30,296,5
365,95,M 13,365-ligne-13,#87d2df,83,4
349,266,Ligne 4,349-ligne-4,#000000,295,5
350,266,Ligne 5,350-ligne-5,#000000,295,5
356,95,M 4,356-ligne-4,#ba4a9a,83,4
357,95,M 5,357-ligne-5,#f78e4b,83,4
366,95,M 14,366-ligne-14,#662c91,83,4
362,95,M 10,362-ligne-10,#dfb03a,83,4
363,95,M 11,363-ligne-11,#8c6539,83,4
364,95,M 12,364-ligne-12,#008c59,83,4
374,95,T 8,374-t-8,#8c8235,296,5
377,95,RER B,377-rer-b,#4c90cc,297,3
373,95,T 6,373-ligne-7,#e95c36,296,5
381,95,H,381-h,#7b4339,298,2
1476,91,Saito Line,1476-saito-line,#000080,544,7
353,95,M 2,353-ligne-2,#006db8,83,4
370,95,T 3b,370-ligne-3b,#009b41,296,5
372,95,T 5,372-ligne-5,#914e8e,296,5
354,95,M 3,354-ligne-3,#9b993b,83,4
1477,91,Namboku Line,1477-namboku-line,#000080,545,4
355,95,M 3bis,355-ligne-3bis,#88d3df,83,4
359,95,M 7bis,359-ligne-7bis,#77c596,83,4
376,95,RER A,376-rer-a,#ec1b2a,297,3
378,95,RER C,378-rer-c,#ffdc1d,297,3
379,95,RER D,379-rer-d,#00ab66,297,3
323,266,Métro b,323-metro-b,#0786c9,292,4
383,95,K,383-k,#c7b300,298,2
384,95,L,384-l,#7584bc,298,2
385,95,N,385-n,#00a092,298,2
382,95,J,382-j,#cdcd00,298,2
388,95,U,388-u,#d60058,298,2
387,95,R,387-r,#e4b4d1,298,2
371,95,T 4,371-ligne-4,#d9922b,296,5
380,95,RER E,380-rer-e,#c67db4,297,3
287,106,Linha B • Diadema-Berrini (Metra),287-linha-b-•-diadema-brooklin-(emtu),#1e4ea3,279,8
1478,91,Seishin-Yamate Line,1478-seishin-yamate-line,#01af98,546,4
1479,91,Kaigan Line,1479-kaigan-line,#00469c,546,4
1600,48,East Coast Mainline,1600-east-coast-mainline,#ff00f9,631,2
334,114,Mita Line,334-mita-line,#0080c6,293,4
328,114,Chiyoda Line,328-chiyoda-line,#00a650,100,4
325,114,Marunouchi Line,325-marunouchi-line,#ed1c24,100,4
329,114,Yurakucho Line,329-yurakucho-line,#bb8b38,100,4
1480,91,Kobe Kosoku Line,1480-kobe-kosoku-line,#0000ff,370,4
646,114,Gotanda Line,646-gotanda-line,#5f0101,325,5
241,79,S1,241-s1,#ee1414,269,3
249,79,S8,249-s8,#ffa4e5,269,3
143,69,Victoria Line,143-victoria,#02dafb,259,4
264,106,Linha 5 • Lilás (ViaMobilidade),264-linha-5---lilas,#a32a9b,94,4
255,116,Linea 2,255-linea-2,#417505,102,
256,116,Linea 3,256-linea-3,#4a90e2,102,
162,69,Piccadilly Line,162-piccadilly-line,#000bbc,259,4
258,116,Linea 5,258-linea-5,#f8e71c,102,
259,116,Linea 6,259-linea-6,#8b572a,102,
1481,91,Kobe Kosoku Line,1481-kobe-kosoku-line,#ff4500,371,4
283,106,Trem de Guararema (ABPF),283-trem-de-guararema-(abpf),#f8e71c,275,5
266,106,Linha 4 • Amarela (ViaQuatro),266-linha-4---amarela,#fdd104,94,4
262,106,Linha 2 • Verde (CMSP),262-linha-2---vermelha,#007a5c,94,4
272,106,Linha 12 • Safira (CPTM),272-linha-12---safira,#1c3a85,94,4
288,106,Linha C • Guarulhos-Tucuruvi (EMTU),288-linha-c-•-guarulhos-tucuruvi-(emtu),#1e4ea3,279,8
203,69,Tramlink,203-tramlink,#50e71b,263,9
167,69,Emirates Airline,167-emirates-airline,#c00000,263,7
209,69,Elizabeth Line,209-elizabeth-line,#6518a1,263,3
282,106,Trem dos Imigrantes (ABPF),282-trem-dos-imigrantes-(abpf),#f8e71c,275,5
239,103,MB,239-mb,#2097cf,91,
244,79,S5,244-s5,#e56c27,269,3
240,79,R31,240-milano-mortara,#7ed321,269,3
316,265,Ligne 1,316-tram-ligne-1,#007945,289,5
277,106,Linha 13 • Jade (CPTM),277-linha-13-•-jade,#00a150,94,4
317,265,Ligne 2,317-tram-ligne-2,#e52b38,289,5
296,19,U7,296-u7,#50e3c2,13,
297,19,U8,297-u8,#157cf6,13,
298,19,U9,298-u9,#f5a623,13,
275,106,Linha 6 • Laranja (MoveSP),275-linha-6-•-laranja,#ff8000,94,4
270,106,Linha 10 • Turquesa (CPTM),270-linha-10---turquesa,#00748b,94,4
242,79,Passante,242-passante,#4a8be2,269,3
299,19,U55,299-u55,#8b572a,13,
305,263,Linie 1,305-linie-1,#417505,286,
306,27,1,306-1,#b92c92,20,
310,258,L1,310-l1,#d0021b,243,
319,265,Ligne 4,319-busway-ligne-4,#fdc613,326,6
606,265,Projet ligne 6,606-projet-ligne-5,#70ff6e,289,5
315,51,S1,315-s1,#417505,43,
318,265,Ligne 3,318-tram-ligne-3,#0079bc,289,5
160,69,DLR,160-dlr,#86e9c8,263,5
343,252,Yellow Line,343-yellow-line,#f8e71c,237,
342,252,Silver Line,342-silver-line,#d0d0d0,237,
289,106,Linha D • Itapevi-Butantã (EMTU),289-linha-d-•-itapevi-butanta,#1e4ea3,279,8
208,69,West Midlands Trains/LNWR,208-national-rail-(euston),#054400,261,2
163,69,Thameslink,163-thameslink,#8f00ff,261,3
172,69,Southern,172-national-rail-(southern),#63f68b,261,2
171,69,Southeastern,171-national-rail-(southeastern),#0087ff,261,2
144,69,South Western,144-south-west-trains,#09958a,261,2
214,69,Greater Anglia,214-nr-(liverpool-st),#909090,261,2
164,69,GWR,164-national-rail-(gwr),#003f0b,261,2
206,69,Freight Rail,206-national-rail-(freight-other),#000000,261,2
216,69,Chiltern,216-nr-(marylebone),#005e97,261,2
211,69,C2C,211-nr-(fenchurch-st),#840084,261,2
140,69,West London Line - Clapham Junction to Willesden Junction via Olympia,140-overground,#f85467,262,3
207,69,GOBLIN - Gospel Oak to Barking via Walthminstow,207-overground-(goblin),#03ff00,262,3
161,69,North London Line - Richmond to Stratford via Willesden and Camden,161-overground-(north-london-line),#000000,262,3
151,69,South London Line - Clapham Junction to Canada Water via Brixton,151-overground-(south-london-line),#000794,262,3
210,69,Watford DC - Euston to Watford Junction via Harrow,210-lo-(watford-dc),#a36505,262,3
142,69,Bakerloo Line - Harrow and Wealdstone to Elephant and Castle via Paddington,142-bakerloo,#8b572a,259,4
146,69,Jubilee Line - Stanmore to Stratford via Westminster & Waterloo,146-jubilee-line,#a6a4a4,259,4
205,69,Metropolitan Line - ,205-metropolitan-line,#a30b58,259,3
1482,91,Sanyo Electric Railway Main Line,1482-sanyo-electric-railway-main-line,#eb3543,548,4
391,95,T 11,391-t-11,#df5f3d,296,5
451,114,Rinkai Line,451-rinkai-line,#89c6cb,316,4
392,95,T 12,392-t-12,#a02a3a,296,5
393,95,T 13,393-t-13,#885f30,296,5
386,95,P,386-p,#f0b600,298,2
398,95,M 18,398-m-18,#95bf32,300,4
399,95,Ancien M 14,399-ancien-m-14,#000,83,4
405,95,Ancien M 2sud,405-ancien-m-2sud,#000,83,4
1483,91,Aboshi Line,1483-aboshi-line,#eb3543,548,4
390,95,T 10,390-t-10,#8c8235,296,5
400,95,T Zen 1,400-t-zen-1,#c6cd01,301,6
401,95,T Zen 2,401-t-zen-2,#c6cd01,301,6
402,95,T Zen 3,402-t-zen-3,#c6cd01,301,6
403,95,T Zen 4,403-t-zen-4,#c6cd01,301,6
406,95,Ancien M 2nord,406-ancien-m-2nord,#000,83,4
460,95,Ancienne ligne A Nord-Sud,460-ancienne-ligne-a-nord-sud,#000,83,4
445,114,New Transit Yurikamome,445-yurikamome,#1662b8,313,7
408,95,Voguéo,408-vogueo,#99d420,303,
409,95,Tuileries-Suresnes,409-tuileries-suresnes,#000,303,
410,95,Charenton-Auteuil,410-charenton-auteuil,#000,303,
411,95,Austerlitz-Auteuil,411-austerlitz-auteuil,#000,303,
412,95, Le Louvre-Ablon,412-le-louvre-ablon,#000,303,
414,95,STCRP,414-stcrp,#000,303,
395,95,M 15,395-m-15,#a60f31,300,4
453,4,Línea 7,453-linea-7,#4a4a4a,267,4
612,23,A,612-a,#6f2895,16,
1601,48,Whifflet Branch,1601-whifflet-branch,#ff8600,625,3
407,95,Funiculaire de Monmartre,407-funiculaire,#601e92,302,
449,126,Línea 3,449-linea-3,#d0021b,249,
450,126,Línea 1,450-linea-1,#4a90e2,315,
448,126,Línea 2,448-linea-2,#417505,249,
1485,91,Rokko Island Line,1485-rokko-island-line,#07502b,549,7
613,23,B,613-b,#ff2d44,16,
404,95,T Zen 5,404-t-zen-5,#c6cd01,301,6
459,95,Ancienne ligne B Nord-Sud,459-ancienne-ligne-b-nord-sud,#000,83,4
461,67,Azul,461-azul,#260cf4,58,
458,114,Chuo Main Line,458-chuo-line,#fe642e,305,4
466,95,CDGVal 2,466-cdgval-2,#0a3071,299,7
462,67,Vermelha,462-vermelha,#ef0425,58,
463,67,Verde,463-verde,#2ee06d,58,
464,67,Amarela,464-amarela,#fae907,58,
394,95,Orlyval,394-orlyval,#7d7e7e,299,7
465,95,CDGVal 1,465-cdgval-1,#0a3071,299,7
418,114,Keihin-Tohoku Line,418-keihin-tohoku-line,#00b2e5,305,4
419,114,Sobu Main Line,419-chuo-sobu-line,#ffd400,305,4
607,265,Projet ligne 5,607-projet-ligne-5,#dd5265,289,5
1484,91,Port Island Line,1484-port-island-line,#07502b,549,7
457,114,Takasaki Line,457-takasaki-line,#f68b1e,305,4
456,114,Tohoku Main Line,456-tohoku-main-line,#f68b1e,305,4
